sample_id	context	U_proportion	observed	adjust
GSM2099336	CG	0.721052682797471	0.278947317202529	0.224657253535547
GSM2099337	CG	0.750929643733253	0.249070356266747	0.194780292599765
GSM2099338	CG	0.7505572289615	0.2494427710385	0.195152707371518
GSM2099339	CG	0.724105138726269	0.275894861273731	0.221604797606749
GSM2099340	CG	0.720030944854672	0.279969055145328	0.225678991478346
GSM2099341	CG	0.759948201447385	0.240051798552615	0.185761734885633
GSM2099342	CG	0.759495289752599	0.240504710247401	0.186214646580419
GSM2099343	CG	0.73149196560548	0.26850803439452	0.214217970727538
GSM2099344	CG	0.707809428200945	0.292190571799055	0.237900508132073
GSM2099345	CG	0.72295844142591	0.27704155857409	0.222751494907108
GSM2099346	CG	0.744709685332564	0.255290314667436	0.201000251000454
GSM2099347	CG	0.699970450912328	0.300029549087672	0.24573948542069
GSM2099348	CG	0.697699414172265	0.302300585827735	0.248010522160753
GSM2099349	CG	0.69709926216225	0.30290073783775	0.248610674170768
GSM2099350	CG	0.722867832179323	0.277132167820677	0.222842104153695
GSM2099351	CG	0.738696216540493	0.261303783459507	0.207013719792525
GSM2099352	CG	0.723595953725368	0.276404046274632	0.22211398260765
GSM2099353	CG	0.776853081764138	0.223146918235862	0.16885685456888
GSM2099354	CG	0.775897790284768	0.224102209715232	0.16981214604825
GSM2099355	CG	0.748840027392514	0.251159972607486	0.196869908940504
GSM2099356	CG	0.752162985356759	0.247837014643241	0.193546950976259
GSM2099357	CG	0.716230691345833	0.283769308654168	0.229479244987186
GSM2099358	CG	0.756461527617923	0.243538472382077	0.189248408715095
GSM2099359	CG	0.74530466206536	0.25469533793464	0.200405274267658
GSM2099360	CG	0.726900561906323	0.273099438093677	0.218809374426695
GSM2099361	CG	0.754280538753106	0.245719461246894	0.191429397579912
GSM2099362	CG	0.73623700006353	0.263762999936471	0.209472936269489
GSM2099363	CG	0.743134408191335	0.256865591808665	0.202575528141683
GSM2099364	CG	0.742592765603595	0.257407234396405	0.203117170729423
GSM2099365	CG	0.742022127187458	0.257977872812542	0.20368780914556
GSM2099366	CG	0.750049733928588	0.249950266071412	0.19566020240443
GSM2099367	CG	0.723588195350353	0.276411804649647	0.222121740982665
GSM2099368	CG	0.755514773553359	0.244485226446641	0.190195162779659
GSM2099369	CG	0.760652357495727	0.239347642504273	0.185057578837291
GSM2099370	CG	0.716540832233551	0.283459167766449	0.229169104099467
GSM2099371	CG	0.708355227316441	0.29164477268356	0.237354709016578
GSM2099372	CG	0.719974613656136	0.280025386343864	0.225735322676882
GSM2099373	CG	0.744799400330431	0.255200599669569	0.200910536002587
GSM2099374	CG	0.74358535650497	0.25641464349503	0.202124579828048
GSM2099375	CG	0.745391545585911	0.25460845441409	0.200318390747108
GSM2099376	CG	0.711298362847727	0.288701637152274	0.234411573485292
GSM2099377	CG	0.731868444835686	0.268131555164315	0.213841491497333
GSM2099378	CG	0.685960425605304	0.314039574394696	0.259749510727714
GSM2099379	CG	0.702722889321947	0.297277110678054	0.242987047011072
GSM2099380	CG	0.743372577599011	0.256627422400989	0.202337358734007
GSM2099381	CG	0.736989628317427	0.263010371682573	0.208720308015591
GSM2099382	CG	0.737173089507707	0.262826910492293	0.208536846825311
GSM2099383	CG	0.745291816695566	0.254708183304434	0.200418119637452
GSM2099384	CG	0.735083484736546	0.264916515263454	0.210626451596472
GSM2099385	CG	0.753787002130765	0.246212997869235	0.191922934202253
GSM2099386	CG	0.712317071519608	0.287682928480392	0.23339286481341
GSM2099387	CG	0.74210659704839	0.25789340295161	0.203603339284628
GSM2099388	CG	0.742903252611753	0.257096747388247	0.202806683721265
GSM2099389	CG	0.732363636363636	0.267636363636364	0.213346299969382
GSM2099390	CG	0.752152515405571	0.247847484594429	0.193557420927447
GSM2099391	CG	0.752961807062665	0.247038192937335	0.192748129270353
GSM2099392	CG	0.744314560313849	0.255685439686151	0.201395376019169
GSM2099393	CG	0.743326942674059	0.256673057325941	0.202382993658959
GSM2099394	CG	0.754997597386343	0.245002402613657	0.190712338946675
GSM2099395	CG	0.753341333697975	0.246658666302025	0.192368602635043
GSM2099396	CG	0.787403964510724	0.212596035489276	0.158305971822294
GSM2099397	CG	0.764646633387052	0.235353366612948	0.181063302945966
GSM2099398	CG	0.770062708286556	0.229937291713444	0.175647228046462
GSM2099399	CG	0.745536091985105	0.254463908014895	0.200173844347913
GSM2099400	CG	0.752860538033418	0.247139461966582	0.1928493982996
GSM2099401	CG	0.749132988393232	0.250867011606768	0.196576947939786
GSM2099402	CG	0.760985644740525	0.239014355259475	0.184724291592493
GSM2099403	CG	0.750178653127088	0.249821346872912	0.19553128320593
GSM2099404	CG	0.74902271270261	0.25097728729739	0.196687223630408
GSM2099405	CG	0.765854008524165	0.234145991475835	0.179855927808853
GSM2099406	CG	0.748537435348346	0.251462564651654	0.197172500984672
GSM2099407	CG	0.741988414904668	0.258011585095332	0.20372152142835
GSM2099408	CG	0.753029856715158	0.246970143284842	0.19268007961786
GSM2099409	CG	0.728874446398548	0.271125553601452	0.21683548993447
GSM2099410	CG	0.77247277993299	0.22752722006701	0.173237156400028
GSM2099411	CG	0.759112365644464	0.240887634355536	0.186597570688554
GSM2099412	CG	0.739684891233798	0.260315108766202	0.20602504509922
GSM2099413	CG	0.769288274476861	0.230711725523139	0.176421661856157
GSM2099414	CG	0.77003925956216	0.22996074043784	0.175670676770858
GSM2099415	CG	0.730060418435921	0.269939581564079	0.215649517897097
GSM2099416	CG	0.771589166042532	0.228410833957468	0.174120770290486
GSM2099417	CG	0.758919816569886	0.241080183430114	0.186790119763132
GSM2099418	CG	0.779976127659797	0.220023872340203	0.165733808673221
GSM2099419	CG	0.753827483720904	0.246172516279096	0.191882452612114
GSM2099420	CG	0.721338316596606	0.278661683403394	0.224371619736412
GSM2099421	CG	0.752150046870004	0.247849953129996	0.193559889463014
GSM2099422	CG	0.753857172922461	0.246142827077539	0.191852763410557
GSM2099423	CG	0.756699109957805	0.243300890042195	0.189010826375213
GSM2099424	CG	0.780588707561353	0.219411292438647	0.165121228771665
GSM2099425	CG	0.761322967499689	0.238677032500311	0.184386968833329
GSM2099426	CG	0.761973421223587	0.238026578776413	0.183736515109431
GSM2099427	CG	0.750292833307054	0.249707166692947	0.195417103025965
GSM2099428	CG	0.754374779735327	0.245625220264673	0.191335156597691
GSM2099429	CG	0.765331472588682	0.234668527411318	0.180378463744336
GSM2099430	CG	0.771091036687765	0.228908963312235	0.174618899645253
GSM2099431	CG	0.751780311969317	0.248219688030683	0.193929624363701
GSM2099432	CG	0.760233513607975	0.239766486392025	0.185476422725043
GSM2099433	CG	0.754012388000005	0.245987611999995	0.191697548333013
GSM2099434	CG	0.741531720389528	0.258468279610472	0.20417821594349
GSM2099435	CG	0.767906300934019	0.232093699065981	0.177803635398999
GSM2099436	CG	0.750681015641528	0.249318984358472	0.19502892069149
GSM2099437	CG	0.739044592582135	0.260955407417865	0.206665343750883
GSM2099438	CG	0.76670178638118	0.23329821361882	0.179008149951838
GSM2099439	CG	0.756573934159947	0.243426065840053	0.189136002173071
GSM2099440	CG	0.729894507510377	0.270105492489623	0.215815428822641
GSM2099441	CG	0.765078851320324	0.234921148679676	0.180631085012694
GSM2099442	CG	0.753043100607111	0.246956899392889	0.192666835725907
GSM2099443	CG	0.741292999128557	0.258707000871444	0.204416937204462
GSM2099444	CG	0.725145855055814	0.274854144944186	0.220564081277204
GSM2099445	CG	0.744147584744839	0.255852415255161	0.201562351588179
