,,,,,,,,,,,
Data_Type,Sample_name,Sample_id,Genotype (RIL_ID),Generation,Lineage,Sublineage,File_Name_Processed,Raw_File_Name_R1,Raw_File_Name_R2,Raw_File2_Name_R1,Raw_File2_Name_R2
WGBS,RIL55_G02_L02_3,RIL55_G02_L02_3_S127_L002,RIL55,2,2,3,methylome_RIL55_G02_L02_3_All.txt,RIL55_G02_L02_3_S127_L002_1.fastq.gz,RIL55_G02_L02_3_S127_L002_2.fastq.gz,,
WGBS,RIL55_G02_L02_4,RIL55_G02_L02_4_S98_L002,RIL55,2,2,4,methylome_RIL55_G02_L02_4_All.txt,RIL55_G02_L02_4_S98_L002_1.fastq.gz,RIL55_G02_L02_4_S98_L002_2.fastq.gz,,
WGBS,RIL55_G09_L01_2,RIL55_G09_L01_2_S128_L003,RIL55,9,1,2,methylome_RIL55_G09_L01_2_All.txt,RIL55_G09_L01_2_S128_L003_1.fastq.gz,RIL55_G09_L01_2_S128_L003_2.fastq.gz,,
WGBS,RIL55_G09_L02_1,RIL55_G09_L02_1_S72_L003,RIL55,9,2,1,methylome_RIL55_G09_L02_1_All.txt,RIL55_G09_L02_1_S72_L003_1.fastq.gz,RIL55_G09_L02_1_S72_L003_2.fastq.gz,,
WGBS,RIL58_G02_L02_3,RIL58_G02_L02_3_S116_L003,RIL58,2,2,3,methylome_RIL58_G02_L02_3_All.txt,RIL58_G02_L02_3_S116_L003_1.fastq.gz,RIL58_G02_L02_3_S116_L003_2.fastq.gz,,
WGBS,RIL58_G02_L02_4,RIL58_G02_L02_4_S82_L003,RIL58,2,2,4,methylome_RIL58_G02_L02_4_All.txt,RIL58_G02_L02_4_S82_L003_1.fastq.gz,RIL58_G02_L02_4_S82_L003_2.fastq.gz,,
WGBS,RIL58_G09_L01_2,RIL58_G09_L01_2_S41_L001,RIL58,9,1,2,methylome_RIL58_G09_L01_2_All.txt,RIL58_G09_L01_2_S41_L001_1.fastq.gz,RIL58_G09_L01_2_S41_L001_2.fastq.gz,,
WGBS,RIL58_G09_L02_2,RIL58_G09_L02_2_S95_L003,RIL58,9,2,2,methylome_RIL58_G09_L02_2_All.txt,RIL58_G09_L02_2_S95_L003_1.fastq.gz,RIL58_G09_L02_2_S95_L003_2.fastq.gz,,
WGBS,RIL59_G02_L01_3,RIL59_G02_L01_3_S64_L002,RIL59,2,1,3,methylome_RIL59_G02_L01_3_All.txt,RIL59_G02_L01_3_S64_L002_1.fastq.gz,RIL59_G02_L01_3_S64_L002_2.fastq.gz,,
WGBS,RIL59_G02_L01_4,RIL59_G02_L01_4_S16_L002,RIL59,2,1,4,methylome_RIL59_G02_L01_4_All.txt,RIL59_G02_L01_4_S16_L002_1.fastq.gz,RIL59_G02_L01_4_S16_L002_2.fastq.gz,,
WGBS,RIL59_G02_L02_3,RIL59_G02_L02_3_S76_L003,RIL59,2,2,3,methylome_RIL59_G02_L02_3_All.txt,RIL59_G02_L02_3_S76_L003_1.fastq.gz,RIL59_G02_L02_3_S76_L003_2.fastq.gz,,
WGBS,RIL59_G02_L02_4,RIL59_G02_L02_4_S65_L002,RIL59,2,2,4,methylome_RIL59_G02_L02_4_All.txt,RIL59_G02_L02_4_S65_L002_1.fastq.gz,RIL59_G02_L02_4_S65_L002_2.fastq.gz,,
WGBS,RIL59_G09_L01_1,RIL59_G09_L01_1_S134_L003,RIL59,9,1,1,methylome_RIL59_G09_L01_1_All.txt,RIL59_G09_L01_1_S134_L003_1.fastq.gz,RIL59_G09_L01_1_S134_L003_2.fastq.gz,,
WGBS,RIL59_G09_L02_1,RIL59_G09_L02_1_S18_L002,RIL59,9,2,1,methylome_RIL59_G09_L02_1_All.txt,RIL59_G09_L02_1_S18_L002_1.fastq.gz,RIL59_G09_L02_1_S18_L002_2.fastq.gz,,
WGBS,RIL59_G09_L02_2,RIL59_G09_L02_2_S122_L003,RIL59,9,2,2,methylome_RIL59_G09_L02_2_All.txt,RIL59_G09_L02_2_S122_L003_1.fastq.gz,RIL59_G09_L02_2_S122_L003_2.fastq.gz,,
WGBS,RIL61_G02_L01_3,RIL61_G02_L01_3_S70_L002,RIL61,2,1,3,methylome_RIL61_G02_L01_3_All.txt,RIL61_G02_L01_3_S70_L002_1.fastq.gz,RIL61_G02_L01_3_S70_L002_2.fastq.gz,,
WGBS,RIL61_G02_L01_4,RIL61_G02_L01_4_S140_L003,RIL61,2,1,4,methylome_RIL61_G02_L01_4_All.txt,RIL61_G02_L01_4_S140_L003_1.fastq.gz,RIL61_G02_L01_4_S140_L003_2.fastq.gz,,
WGBS,RIL61_G02_L02_3,RIL61_G02_L02_3_S107_L003,RIL61,2,2,3,methylome_RIL61_G02_L02_3_All.txt,RIL61_G02_L02_3_S107_L003_1.fastq.gz,RIL61_G02_L02_3_S107_L003_2.fastq.gz,,
WGBS,RIL61_G09_L01_2,RIL61_G09_L01_2_S80_L002,RIL61,9,1,2,methylome_RIL61_G09_L01_2_All.txt,RIL61_G09_L01_2_S80_L002_1.fastq.gz,RIL61_G09_L01_2_S80_L002_2.fastq.gz,,
WGBS,RIL61_G09_L02_2,RIL61_G09_L02_2_S40_L001,RIL61,9,2,2,methylome_RIL61_G09_L02_2_All.txt,RIL61_G09_L02_2_S40_L001_1.fastq.gz,RIL61_G09_L02_2_S40_L001_2.fastq.gz,,
WGBS,RIL63_G02_L01_4,RIL63_G02_L01_4_S80_L003,RIL63,2,1,4,methylome_RIL63_G02_L01_4_All.txt,RIL63_G02_L01_4_S80_L003_1.fastq.gz,RIL63_G02_L01_4_S80_L003_2.fastq.gz,,
WGBS,RIL63_G02_L02_3,RIL63_G02_L02_3_S164_L004,RIL63,2,2,3,methylome_RIL63_G02_L02_3_All.txt,RIL63_G02_L02_3_S164_L004_1.fastq.gz,RIL63_G02_L02_3_S164_L004_2.fastq.gz,,
WGBS,RIL63_G09_L01_2,RIL63_G09_L01_2_S185_L004,RIL63,9,1,2,methylome_RIL63_G09_L01_2_All.txt,RIL63_G09_L01_2_S185_L004_1.fastq.gz,RIL63_G09_L01_2_S185_L004_2.fastq.gz,,
WGBS,RIL63_G02_L02_4,RIL63_G02_L02_4_S106_L004,RIL63,2,2,4,methylome_RIL63_G02_L02_4_All.txt,RIL63_G02_L02_4_S106_L004_1.fastq.gz,RIL63_G02_L02_4_S106_L004_2.fastq.gz,,
WGBS,RIL65_G02_L01_3,RIL65_G02_L01_3_S47,RIL65,2,1,3,methylome_RIL65_G02_L01_3_All.txt,RIL65_G02_L01_3_S47_1.fastq.gz,RIL65_G02_L01_3_S47_2.fastq.gz,,
WGBS,RIL65_G02_L02_3,RIL65_G02_L02_3_S192_L004,RIL65,2,2,3,methylome_RIL65_G02_L02_3_All.txt,RIL65_G02_L02_3_S192_L004_1.fastq.gz,RIL65_G02_L02_3_S192_L004_2.fastq.gz,,
WGBS,RIL65_G09_L02_2,RIL65_G09_L02_2_S58_L003,RIL65,9,2,2,methylome_RIL65_G09_L02_2_All.txt,RIL65_G09_L02_2_S58_L003_1.fastq.gz,RIL65_G09_L02_2_S58_L003_2.fastq.gz,,
WGBS,RIL65_G09_L01_1,RIL65_G09_L01_1_S2_L001,RIL65,9,1,1,methylome_RIL65_G09_L01_1_All.txt,RIL65_G09_L01_1_S2_L001_1.fastq.gz,RIL65_G09_L01_1_S2_L001_2.fastq.gz,,
WGBS,RIL68_G02_L02_3,RIL68_G02_L02_3_S1_L001,RIL68,2,2,3,methylome_RIL68_G02_L02_3_All.txt,RIL68_G02_L02_3_S1_L001_1.fastq.gz,RIL68_G02_L02_3_S1_L001_2.fastq.gz,,
WGBS,RIL68_G02_L02_4,RIL68_G02_L02_4_S176_L004,RIL68,2,2,4,methylome_RIL68_G02_L02_4_All.txt,RIL68_G02_L02_4_S176_L004_1.fastq.gz,RIL68_G02_L02_4_S176_L004_2.fastq.gz,,
WGBS,RIL68_G09_L01_1,RIL68_G09_L01_1_S177_L004,RIL68,9,1,1,methylome_RIL68_G09_L01_1_All.txt,RIL68_G09_L01_1_S177_L004_1.fastq.gz,RIL68_G09_L01_1_S177_L004_2.fastq.gz,,
WGBS,RIL68_G09_L01_2,RIL68_G09_L01_2_S149_L003,RIL68,9,1,2,methylome_RIL68_G09_L01_2_All.txt,RIL68_G09_L01_2_S149_L003_1.fastq.gz,RIL68_G09_L01_2_S149_L003_2.fastq.gz,,
WGBS,RIL68_G09_L02_1,RIL68_G09_L02_1_S189_L004,RIL68,9,2,1,methylome_RIL68_G09_L02_1_All.txt,RIL68_G09_L02_1_S189_L004_1.fastq.gz,RIL68_G09_L02_1_S189_L004_2.fastq.gz,,
WGBS,RIL68_G09_L02_2,RIL68_G09_L02_2_S44_L002,RIL68,9,2,2,methylome_RIL68_G09_L02_2_All.txt,RIL68_G09_L02_2_S44_L002_1.fastq.gz,RIL68_G09_L02_2_S44_L002_2.fastq.gz,,
WGBS,RIL68_G02_L01_3,RIL68_G02_L01_3_S28_L001,RIL68,2,1,3,methylome_RIL68_G02_L01_3_All.txt,RIL68_G02_L01_3_S28_L001_1.fastq.gz,RIL68_G02_L01_3_S28_L001_2.fastq.gz,,
WGBS,RIL68_G02_L01_4,RIL68_G02_L01_4_S95_L004,RIL68,2,1,4,methylome_RIL68_G02_L01_4_All.txt,RIL68_G02_L01_4_S95_L004_1.fastq.gz,RIL68_G02_L01_4_S95_L004_2.fastq.gz,,
WGBS,RIL70_G02_L01_3,RIL70_G02_L01_3_S10_L001,RIL70,2,1,3,methylome_RIL70_G02_L01_3_All.txt,RIL70_G02_L01_3_S10_L001_1.fastq.gz,RIL70_G02_L01_3_S10_L001_2.fastq.gz,,
WGBS,RIL70_G02_L02_4,RIL70_G02_L02_4_S206_L004,RIL70,2,2,4,methylome_RIL70_G02_L02_4_All.txt,RIL70_G02_L02_4_S206_L004_1.fastq.gz,RIL70_G02_L02_4_S206_L004_2.fastq.gz,,
WGBS,RIL70_G09_L02_1,RIL70_G09_L02_1_S191_L004,RIL70,9,2,1,methylome_RIL70_G09_L02_1_All.txt,RIL70_G09_L02_1_S191_L004_1.fastq.gz,RIL70_G09_L02_1_S191_L004_2.fastq.gz,,
WGBS,RIL71_G02_L01_3,RIL71_G02_L01_3_S88_L002,RIL71,2,1,3,methylome_RIL71_G02_L01_3_All.txt,RIL71_G02_L01_3_S88_L002_1.fastq.gz,RIL71_G02_L01_3_S88_L002_2.fastq.gz,,
WGBS,RIL71_G02_L02_3,RIL71_G02_L02_3_S91_L002,RIL71,2,2,3,methylome_RIL71_G02_L02_3_All.txt,RIL71_G02_L02_3_S91_L002_1.fastq.gz,RIL71_G02_L02_3_S91_L002_2.fastq.gz,,
WGBS,RIL71_G02_L02_4,RIL71_G02_L02_4_S87_L002,RIL71,2,2,4,methylome_RIL71_G02_L02_4_All.txt,RIL71_G02_L02_4_S87_L002_1.fastq.gz,RIL71_G02_L02_4_S87_L002_2.fastq.gz,,
WGBS,RIL71_G09_L02_1,RIL71_G09_L02_1_S151_L003,RIL71,9,2,1,methylome_RIL71_G09_L02_1_All.txt,RIL71_G09_L02_1_S151_L003_1.fastq.gz,RIL71_G09_L02_1_S151_L003_2.fastq.gz,,
WGBS,RIL71_G09_L02_2,RIL71_G09_L02_2_S60_L001,RIL71,9,2,2,methylome_RIL71_G09_L02_2_All.txt,RIL71_G09_L02_2_S60_L001_1.fastq.gz,RIL71_G09_L02_2_S60_L001_2.fastq.gz,,
WGBS,RIL71_G09_L01_2,RIL71_G09_L01_2_S6_L001,RIL71,9,1,2,methylome_RIL71_G09_L01_2_All.txt,RIL71_G09_L01_2_S6_L001_1.fastq.gz,RIL71_G09_L01_2_S6_L001_2.fastq.gz,,
WGBS,RIL72_G02_L01_4,RIL72_G02_L01_4_S57,RIL72,2,1,4,methylome_RIL72_G02_L01_4_All.txt,RIL72_G02_L01_4_S57_1.fastq.gz,RIL72_G02_L01_4_S57_2.fastq.gz,,
WGBS,RIL72_G02_L02_3,RIL72_G02_L02_3_S150_L004,RIL72,2,2,3,methylome_RIL72_G02_L02_3_All.txt,RIL72_G02_L02_3_S150_L004_1.fastq.gz,RIL72_G02_L02_3_S150_L004_2.fastq.gz,,
WGBS,RIL72_G09_L01_1,RIL72_G09_L01_1_S138_L003,RIL72,9,1,1,methylome_RIL72_G09_L01_1_All.txt,RIL72_G09_L01_1_S138_L003_1.fastq.gz,RIL72_G09_L01_1_S138_L003_2.fastq.gz,,
WGBS,RIL72_G09_L02_1,RIL72_G09_L02_1_S12_L002,RIL72,9,2,1,methylome_RIL72_G09_L02_1_All.txt,RIL72_G09_L02_1_S12_L002_1.fastq.gz,RIL72_G09_L02_1_S12_L002_2.fastq.gz,,
WGBS,RIL72_G09_L02_2,RIL72_G09_L02_2_S28_L001,RIL72,9,2,2,methylome_RIL72_G09_L02_2_All.txt,RIL72_G09_L02_2_S28_L001_1.fastq.gz,RIL72_G09_L02_2_S28_L001_2.fastq.gz,,
WGBS,RIL72_G02_L02_4,RIL72_G02_L02_4_S102_L004,RIL72,2,2,4,methylome_RIL72_G02_L02_4_All.txt,RIL72_G02_L02_4_S102_L004_1.fastq.gz,RIL72_G02_L02_4_S102_L004_2.fastq.gz,,
WGBS,RIL101_G02_L01_3,RIL101_G02_L01_3_S153_L003,RIL101,2,1,3,methylome_RIL101_G02_L01_3_All.txt,RIL101_G02_L01_3_S153_L003_1.fastq.gz,RIL101_G02_L01_3_S153_L003_2.fastq.gz,,
WGBS,RIL101_G02_L01_4,RIL101_G02_L01_4_S151_L003,RIL101,2,1,4,methylome_RIL101_G02_L01_4_All.txt,RIL101_G02_L01_4_S151_L003_1.fastq.gz,RIL101_G02_L01_4_S151_L003_2.fastq.gz,,
WGBS,RIL101_G02_L02_4,RIL101_G02_L02_4_S154_L003,RIL101,2,2,4,methylome_RIL101_G02_L02_4_All.txt,RIL101_G02_L02_4_S154_L003_1.fastq.gz,RIL101_G02_L02_4_S154_L003_2.fastq.gz,,
WGBS,RIL101_G02_L02_3,RIL101_G02_L02_3_S117_L003,RIL101,2,2,3,methylome_RIL101_G02_L02_3_All.txt,RIL101_G02_L02_3_S117_L003_1.fastq.gz,RIL101_G02_L02_3_S117_L003_2.fastq.gz,,
WGBS,RIL101_G09_L01_1,RIL101_G09_L01_1_S170_L003,RIL101,9,1,1,methylome_RIL101_G09_L01_1_All.txt,RIL101_G09_L01_1_S170_L003_1.fastq.gz,RIL101_G09_L01_1_S170_L003_2.fastq.gz,,
WGBS,RIL101_G09_L02_2,RIL101_G09_L02_2_S133_L003,RIL101,9,2,2,methylome_RIL101_G09_L02_2_All.txt,RIL101_G09_L02_2_S133_L003_1.fastq.gz,RIL101_G09_L02_2_S133_L003_2.fastq.gz,,
WGBS,RIL108_G02_L01_3,RIL108_G02_L01_3_S160_L004,RIL108,2,1,3,methylome_RIL108_G02_L01_3_All.txt,RIL108_G02_L01_3_S160_L004_1.fastq.gz,RIL108_G02_L01_3_S160_L004_2.fastq.gz,,
WGBS,RIL108_G02_L01_4,RIL108_G02_L01_4_S165_L004,RIL108,2,1,4,methylome_RIL108_G02_L01_4_All.txt,RIL108_G02_L01_4_S165_L004_1.fastq.gz,RIL108_G02_L01_4_S165_L004_2.fastq.gz,,
WGBS,RIL108_G02_L02_3,RIL108_G02_L02_3_S180_L004,RIL108,2,2,3,methylome_RIL108_G02_L02_3_All.txt,RIL108_G02_L02_3_S180_L004_1.fastq.gz,RIL108_G02_L02_3_S180_L004_2.fastq.gz,,
WGBS,RIL108_G02_L02_4,RIL108_G02_L02_4_S169_L004,RIL108,2,2,4,methylome_RIL108_G02_L02_4_All.txt,RIL108_G02_L02_4_S169_L004_1.fastq.gz,RIL108_G02_L02_4_S169_L004_2.fastq.gz,,
WGBS,RIL108_G09_L02_1,RIL108_G09_L02_1_S176_L004,RIL108,9,2,1,methylome_RIL108_G09_L02_1_All.txt,RIL108_G09_L02_1_S176_L004_1.fastq.gz,RIL108_G09_L02_1_S176_L004_2.fastq.gz,,
WGBS,RIL112_G02_L02_3,RIL112_G02_L02_3_S167_L004,RIL112,2,2,3,methylome_RIL112_G02_L02_3_All.txt,RIL112_G02_L02_3_S167_L004_1.fastq.gz,RIL112_G02_L02_3_S167_L004_2.fastq.gz,,
WGBS,RIL112_G02_L02_4,RIL112_G02_L02_4_S182_L004,RIL112,2,2,4,methylome_RIL112_G02_L02_4_All.txt,RIL112_G02_L02_4_S182_L004_1.fastq.gz,RIL112_G02_L02_4_S182_L004_2.fastq.gz,,
WGBS,RIL112_G09_L01_2,RIL112_G09_L01_2_S179_L004,RIL112,9,1,2,methylome_RIL112_G09_L01_2_All.txt,RIL112_G09_L01_2_S179_L004_1.fastq.gz,RIL112_G09_L01_2_S179_L004_2.fastq.gz,,
WGBS,RIL116_G02_L01_3,RIL116_G02_L01_3_S195_L004,RIL116,2,1,3,methylome_RIL116_G02_L01_3_All.txt,RIL116_G02_L01_3_S195_L004_1.fastq.gz,RIL116_G02_L01_3_S195_L004_2.fastq.gz,,
WGBS,RIL116_G02_L01_4,RIL116_G02_L01_4_S162_L004,RIL116,2,1,4,methylome_RIL116_G02_L01_4_All.txt,RIL116_G02_L01_4_S162_L004_1.fastq.gz,RIL116_G02_L01_4_S162_L004_2.fastq.gz,,
WGBS,RIL116_G02_L02_3,RIL116_G02_L02_3_S170_L004,RIL116,2,2,3,methylome_RIL116_G02_L02_3_All.txt,RIL116_G02_L02_3_S170_L004_1.fastq.gz,RIL116_G02_L02_3_S170_L004_2.fastq.gz,,
WGBS,RIL116_G02_L02_4,RIL116_G02_L02_4_S190_L004,RIL116,2,2,4,methylome_RIL116_G02_L02_4_All.txt,RIL116_G02_L02_4_S190_L004_1.fastq.gz,RIL116_G02_L02_4_S190_L004_2.fastq.gz,,
WGBS,RIL116_G09_L01_2,RIL116_G09_L01_2_S46_L002,RIL116,9,1,2,methylome_RIL116_G09_L01_2_All.txt,RIL116_G09_L01_2_S46_L002_1.fastq.gz,RIL116_G09_L01_2_S46_L002_2.fastq.gz,,
WGBS,RIL120_G02_L01_3,RIL120_G02_L01_3_S174_L004,RIL120,2,1,3,methylome_RIL120_G02_L01_3_All.txt,RIL120_G02_L01_3_S174_L004_1.fastq.gz,RIL120_G02_L01_3_S174_L004_2.fastq.gz,,
WGBS,RIL120_G02_L02_3,RIL120_G02_L02_3_S188_L004,RIL120,2,2,3,methylome_RIL120_G02_L02_3_All.txt,RIL120_G02_L02_3_S188_L004_1.fastq.gz,RIL120_G02_L02_3_S188_L004_2.fastq.gz,,
WGBS,RIL120_G09_L01_1,RIL120_G09_L01_1_S174_L004,RIL120,9,1,1,methylome_RIL120_G09_L01_1_All.txt,RIL120_G09_L01_1_S174_L004_1.fastq.gz,RIL120_G09_L01_1_S174_L004_2.fastq.gz,,
WGBS,RIL120_G09_L02_1,RIL120_G09_L02_1_S74_L003,RIL120,9,2,1,methylome_RIL120_G09_L02_1_All.txt,RIL120_G09_L02_1_S74_L003_1.fastq.gz,RIL120_G09_L02_1_S74_L003_2.fastq.gz,,
WGBS,RIL120_G09_L02_2,RIL120_G09_L02_2_S29_L001,RIL120,9,2,2,methylome_RIL120_G09_L02_2_All.txt,RIL120_G09_L02_2_S29_L001_1.fastq.gz,RIL120_G09_L02_2_S29_L001_2.fastq.gz,,
WGBS,RIL120_G02_L01_4,RIL120_G02_L01_4_S107_L004,RIL120,2,1,4,methylome_RIL120_G02_L01_4_All.txt,RIL120_G02_L01_4_S107_L004_1.fastq.gz,RIL120_G02_L01_4_S107_L004_2.fastq.gz,,
WGBS,RIL125_G02_L02_4,RIL125_G02_L02_4_S45,RIL125,2,2,4,methylome_RIL125_G02_L02_4_All.txt,RIL125_G02_L02_4_S45_1.fastq.gz,RIL125_G02_L02_4_S45_2.fastq.gz,,
WGBS,RIL125_G02_L01_4,RIL125_G02_L01_4_S2_L001,RIL125,2,1,4,methylome_RIL125_G02_L01_4_All.txt,RIL125_G02_L01_4_S2_L001_1.fastq.gz,RIL125_G02_L01_4_S2_L001_2.fastq.gz,,
WGBS,RIL125_G09_L01_2,RIL125_G09_L01_2_S146_L003,RIL125,9,1,2,methylome_RIL125_G09_L01_2_All.txt,RIL125_G09_L01_2_S146_L003_1.fastq.gz,RIL125_G09_L01_2_S146_L003_2.fastq.gz,,
WGBS,RIL125_G09_L02_1,RIL125_G09_L02_1_S50_L002,RIL125,9,2,1,methylome_RIL125_G09_L02_1_All.txt,RIL125_G09_L02_1_S50_L002_1.fastq.gz,RIL125_G09_L02_1_S50_L002_2.fastq.gz,,
WGBS,RIL125_G09_L02_2,RIL125_G09_L02_2_S51_L002,RIL125,9,2,2,methylome_RIL125_G09_L02_2_All.txt,RIL125_G09_L02_2_S51_L002_1.fastq.gz,RIL125_G09_L02_2_S51_L002_2.fastq.gz,,
WGBS,RIL125_G02_L02_3,RIL125_G02_L02_3_S96_L004,RIL125,2,2,3,methylome_RIL125_G02_L02_3_All.txt,RIL125_G02_L02_3_S96_L004_1.fastq.gz,RIL125_G02_L02_3_S96_L004_2.fastq.gz,,
WGBS,RIL126_G02_L02_4,RIL126_G02_L02_4_S60,RIL126,2,2,4,methylome_RIL126_G02_L02_4_All.txt,RIL126_G02_L02_4_S60_1.fastq.gz,RIL126_G02_L02_4_S60_2.fastq.gz,,
WGBS,RIL126_G02_L01_3,RIL126_G02_L01_3_S19_L002,RIL126,2,1,3,methylome_RIL126_G02_L01_3_All.txt,RIL126_G02_L01_3_S19_L002_1.fastq.gz,RIL126_G02_L01_3_S19_L002_2.fastq.gz,,
WGBS,RIL126_G02_L01_4,RIL126_G02_L01_4_S41_L002,RIL126,2,1,4,methylome_RIL126_G02_L01_4_All.txt,RIL126_G02_L01_4_S41_L002_1.fastq.gz,RIL126_G02_L01_4_S41_L002_2.fastq.gz,,
WGBS,RIL126_G02_L02_3,RIL126_G02_L02_3_S145_L004,RIL126,2,2,3,methylome_RIL126_G02_L02_3_All.txt,RIL126_G02_L02_3_S145_L004_1.fastq.gz,RIL126_G02_L02_3_S145_L004_2.fastq.gz,,
WGBS,RIL126_G09_L02_2,RIL126_G09_L02_2_S32_L002,RIL126,9,2,2,methylome_RIL126_G09_L02_2_All.txt,RIL126_G09_L02_2_S32_L002_1.fastq.gz,RIL126_G09_L02_2_S32_L002_2.fastq.gz,,
WGBS,RIL127_G02_L01_4,RIL127_G02_L01_4_S58,RIL127,2,1,4,methylome_RIL127_G02_L01_4_All.txt,RIL127_G02_L01_4_S58_1.fastq.gz,RIL127_G02_L01_4_S58_2.fastq.gz,,
WGBS,RIL127_G02_L01_3,RIL127_G02_L01_3_S69_L003,RIL127,2,1,3,methylome_RIL127_G02_L01_3_All.txt,RIL127_G02_L01_3_S69_L003_1.fastq.gz,RIL127_G02_L01_3_S69_L003_2.fastq.gz,,
WGBS,RIL127_G02_L02_3,RIL127_G02_L02_3_S75_L002,RIL127,2,2,3,methylome_RIL127_G02_L02_3_All.txt,RIL127_G02_L02_3_S75_L002_1.fastq.gz,RIL127_G02_L02_3_S75_L002_2.fastq.gz,,
WGBS,RIL127_G02_L02_4,RIL127_G02_L02_4_S45_L002,RIL127,2,2,4,methylome_RIL127_G02_L02_4_All.txt,RIL127_G02_L02_4_S45_L002_1.fastq.gz,RIL127_G02_L02_4_S45_L002_2.fastq.gz,,
WGBS,RIL127_G09_L01_1,RIL127_G09_L01_1_S54_L002,RIL127,9,1,1,methylome_RIL127_G09_L01_1_All.txt,RIL127_G09_L01_1_S54_L002_1.fastq.gz,RIL127_G09_L01_1_S54_L002_2.fastq.gz,,
WGBS,RIL127_G09_L01_2,RIL127_G09_L01_2_S76_L002,RIL127,9,1,2,methylome_RIL127_G09_L01_2_All.txt,RIL127_G09_L01_2_S76_L002_1.fastq.gz,RIL127_G09_L01_2_S76_L002_2.fastq.gz,,
WGBS,RIL127_G09_L02_1,RIL127_G09_L02_1_S103_L002,RIL127,9,2,1,methylome_RIL127_G09_L02_1_All.txt,RIL127_G09_L02_1_S103_L002_1.fastq.gz,RIL127_G09_L02_1_S103_L002_2.fastq.gz,,
WGBS,RIL127_G09_L02_2,RIL127_G09_L02_2_S141_L003,RIL127,9,2,2,methylome_RIL127_G09_L02_2_All.txt,RIL127_G09_L02_2_S141_L003_1.fastq.gz,RIL127_G09_L02_2_S141_L003_2.fastq.gz,,
WGBS,RIL132_G02_L01_4,RIL132_G02_L01_4_S124_L003,RIL132,2,1,4,methylome_RIL132_G02_L01_4_All.txt,RIL132_G02_L01_4_S124_L003_1.fastq.gz,RIL132_G02_L01_4_S124_L003_2.fastq.gz,,
WGBS,RIL132_G02_L02_3,RIL132_G02_L02_3_S3_L002,RIL132,2,2,3,methylome_RIL132_G02_L02_3_All.txt,RIL132_G02_L02_3_S3_L002_1.fastq.gz,RIL132_G02_L02_3_S3_L002_2.fastq.gz,,
WGBS,RIL132_G09_L02_2,RIL132_G09_L02_2_S9_L002,RIL132,9,2,2,methylome_RIL132_G09_L02_2_All.txt,RIL132_G09_L02_2_S9_L002_1.fastq.gz,RIL132_G09_L02_2_S9_L002_2.fastq.gz,,
WGBS,RIL133_G02_L01_3,RIL133_G02_L01_3_S84_L002,RIL133,2,1,3,methylome_RIL133_G02_L01_3_All.txt,RIL133_G02_L01_3_S84_L002_1.fastq.gz,RIL133_G02_L01_3_S84_L002_2.fastq.gz,,
WGBS,RIL133_G02_L01_4,RIL133_G02_L01_4_S100_L002,RIL133,2,1,4,methylome_RIL133_G02_L01_4_All.txt,RIL133_G02_L01_4_S100_L002_1.fastq.gz,RIL133_G02_L01_4_S100_L002_2.fastq.gz,,
WGBS,RIL133_G02_L02_3,RIL133_G02_L02_3_S96_L002,RIL133,2,2,3,methylome_RIL133_G02_L02_3_All.txt,RIL133_G02_L02_3_S96_L002_1.fastq.gz,RIL133_G02_L02_3_S96_L002_2.fastq.gz,,
WGBS,RIL133_G09_L01_1,RIL133_G09_L01_1_S134_L002,RIL133,9,1,1,methylome_RIL133_G09_L01_1_All.txt,RIL133_G09_L01_1_S134_L002_1.fastq.gz,RIL133_G09_L01_1_S134_L002_2.fastq.gz,,
WGBS,RIL133_G09_L01_2,RIL133_G09_L01_2_S101_L002,RIL133,9,1,2,methylome_RIL133_G09_L01_2_All.txt,RIL133_G09_L01_2_S101_L002_1.fastq.gz,RIL133_G09_L01_2_S101_L002_2.fastq.gz,,
WGBS,RIL133_G09_L02_1,RIL133_G09_L02_1_S92_L002,RIL133,9,2,1,methylome_RIL133_G09_L02_1_All.txt,RIL133_G09_L02_1_S92_L002_1.fastq.gz,RIL133_G09_L02_1_S92_L002_2.fastq.gz,,
WGBS,RIL133_G09_L02_2,RIL133_G09_L02_2_S136_L002,RIL133,9,2,2,methylome_RIL133_G09_L02_2_All.txt,RIL133_G09_L02_2_S136_L002_1.fastq.gz,RIL133_G09_L02_2_S136_L002_2.fastq.gz,,
WGBS,RIL135_G02_L01_3,RIL135_G02_L01_3_S106_L002,RIL135,2,1,3,methylome_RIL135_G02_L01_3_All.txt,RIL135_G02_L01_3_S106_L002_1.fastq.gz,RIL135_G02_L01_3_S106_L002_2.fastq.gz,,
WGBS,RIL135_G02_L01_4,RIL135_G02_L01_4_S145_L003,RIL135,2,1,4,methylome_RIL135_G02_L01_4_All.txt,RIL135_G02_L01_4_S145_L003_1.fastq.gz,RIL135_G02_L01_4_S145_L003_2.fastq.gz,,
WGBS,RIL135_G02_L02_3,RIL135_G02_L02_3_S70_L001,RIL135,2,2,3,methylome_RIL135_G02_L02_3_All.txt,RIL135_G02_L02_3_S70_L001_1.fastq.gz,RIL135_G02_L02_3_S70_L001_2.fastq.gz,,
