,,,,,,,,,,,
Data_Type,Sample_name,Sample_id,Genotype (RIL_ID),Generation,Lineage,Sublineage,File_Name_Processed,Raw_File_Name_R1,Raw_File_Name_R2,Raw_File2_Name_R1,Raw_File2_Name_R2
WGBS,RIL135_G02_L02_4,RIL135_G02_L02_4_S150_L003,RIL135,2,2,4,methylome_RIL135_G02_L02_4_All.txt,RIL135_G02_L02_4_S150_L003_1.fastq.gz,RIL135_G02_L02_4_S150_L003_2.fastq.gz,,
WGBS,RIL135_G09_L01_2,RIL135_G09_L01_2_S72_L002,RIL135,9,1,2,methylome_RIL135_G09_L01_2_All.txt,RIL135_G09_L01_2_S72_L002_1.fastq.gz,RIL135_G09_L01_2_S72_L002_2.fastq.gz,,
WGBS,RIL136_G02_L01_4,RIL136_G02_L01_4_S4_L002,RIL136,2,1,4,methylome_RIL136_G02_L01_4_All.txt,RIL136_G02_L01_4_S4_L002_1.fastq.gz,RIL136_G02_L01_4_S4_L002_2.fastq.gz,,
WGBS,RIL136_G02_L02_3,RIL136_G02_L02_3_S193_L004,RIL136,2,2,3,methylome_RIL136_G02_L02_3_All.txt,RIL136_G02_L02_3_S193_L004_1.fastq.gz,RIL136_G02_L02_3_S193_L004_2.fastq.gz,,
WGBS,RIL136_G02_L02_4,RIL136_G02_L02_4_S111_L003,RIL136,2,2,4,methylome_RIL136_G02_L02_4_All.txt,RIL136_G02_L02_4_S111_L003_1.fastq.gz,RIL136_G02_L02_4_S111_L003_2.fastq.gz,,
WGBS,RIL136_G09_L01_1,RIL136_G09_L01_1_S89_L003,RIL136,9,1,1,methylome_RIL136_G09_L01_1_All.txt,RIL136_G09_L01_1_S89_L003_1.fastq.gz,RIL136_G09_L01_1_S89_L003_2.fastq.gz,,
WGBS,RIL136_G09_L01_2,RIL136_G09_L01_2_S163_L004,RIL136,9,1,2,methylome_RIL136_G09_L01_2_All.txt,RIL136_G09_L01_2_S163_L004_1.fastq.gz,RIL136_G09_L01_2_S163_L004_2.fastq.gz,,
WGBS,RIL140_G02_L02_4,RIL140_G02_L02_4_S49,RIL140,2,2,4,methylome_RIL140_G02_L02_4_All.txt,RIL140_G02_L02_4_S49_1.fastq.gz,RIL140_G02_L02_4_S49_2.fastq.gz,,
WGBS,RIL140_G02_L01_3,RIL140_G02_L01_3_S68_L001,RIL140,2,1,3,methylome_RIL140_G02_L01_3_All.txt,RIL140_G02_L01_3_S68_L001_1.fastq.gz,RIL140_G02_L01_3_S68_L001_2.fastq.gz,,
WGBS,RIL140_G02_L01_4,RIL140_G02_L01_4_S64_L001,RIL140,2,1,4,methylome_RIL140_G02_L01_4_All.txt,RIL140_G02_L01_4_S64_L001_1.fastq.gz,RIL140_G02_L01_4_S64_L001_2.fastq.gz,,
WGBS,RIL140_G09_L01_2,RIL140_G09_L01_2_S4_L001,RIL140,9,1,2,methylome_RIL140_G09_L01_2_All.txt,RIL140_G09_L01_2_S4_L001_1.fastq.gz,RIL140_G09_L01_2_S4_L001_2.fastq.gz,,
WGBS,RIL142_G02_L02_4,RIL142_G02_L02_4_S28_L002,RIL142,2,2,4,methylome_RIL142_G02_L02_4_All.txt,RIL142_G02_L02_4_S28_L002_1.fastq.gz,RIL142_G02_L02_4_S28_L002_2.fastq.gz,,
WGBS,RIL142_G09_L01_2,RIL142_G09_L01_2_S24_L002,RIL142,9,1,2,methylome_RIL142_G09_L01_2_All.txt,RIL142_G09_L01_2_S24_L002_1.fastq.gz,RIL142_G09_L01_2_S24_L002_2.fastq.gz,,
WGBS,RIL142_G09_L02_2,RIL142_G09_L02_2_S36_L002,RIL142,9,2,2,methylome_RIL142_G09_L02_2_All.txt,RIL142_G09_L02_2_S36_L002_1.fastq.gz,RIL142_G09_L02_2_S36_L002_2.fastq.gz,,
WGBS,RIL143_G02_L02_3,RIL143_G02_L02_3_S39,RIL143,2,2,3,methylome_RIL143_G02_L02_3_All.txt,RIL143_G02_L02_3_S39_1.fastq.gz,RIL143_G02_L02_3_S39_2.fastq.gz,,
WGBS,RIL143_G02_L01_4,RIL143_G02_L01_4_S57_L001,RIL143,2,1,4,methylome_RIL143_G02_L01_4_All.txt,RIL143_G02_L01_4_S57_L001_1.fastq.gz,RIL143_G02_L01_4_S57_L001_2.fastq.gz,,
WGBS,RIL143_G02_L02_4,RIL143_G02_L02_4_S14_L001,RIL143,2,2,4,methylome_RIL143_G02_L02_4_All.txt,RIL143_G02_L02_4_S14_L001_1.fastq.gz,RIL143_G02_L02_4_S14_L001_2.fastq.gz,,
WGBS,RIL143_G09_L02_2,RIL143_G09_L02_2_S156_L004,RIL143,9,2,2,methylome_RIL143_G09_L02_2_All.txt,RIL143_G09_L02_2_S156_L004_1.fastq.gz,RIL143_G09_L02_2_S156_L004_2.fastq.gz,,
WGBS,RIL143_G02_L01_3,RIL143_G02_L01_3_S7_L001,RIL143,2,1,3,methylome_RIL143_G02_L01_3_All.txt,RIL143_G02_L01_3_S7_L001_1.fastq.gz,RIL143_G02_L01_3_S7_L001_2.fastq.gz,,
WGBS,RIL146_G02_L01_3,RIL146_G02_L01_3_S15_L002,RIL146,2,1,3,methylome_RIL146_G02_L01_3_All.txt,RIL146_G02_L01_3_S15_L002_1.fastq.gz,RIL146_G02_L01_3_S15_L002_2.fastq.gz,,
WGBS,RIL146_G02_L01_4,RIL146_G02_L01_4_S133_L003,RIL146,2,1,4,methylome_RIL146_G02_L01_4_All.txt,RIL146_G02_L01_4_S133_L003_1.fastq.gz,RIL146_G02_L01_4_S133_L003_2.fastq.gz,,
WGBS,RIL146_G02_L02_3,RIL146_G02_L02_3_S27_L002,RIL146,2,2,3,methylome_RIL146_G02_L02_3_All.txt,RIL146_G02_L02_3_S27_L002_1.fastq.gz,RIL146_G02_L02_3_S27_L002_2.fastq.gz,,
WGBS,RIL146_G02_L02_4,RIL146_G02_L02_4_S26_L002,RIL146,2,2,4,methylome_RIL146_G02_L02_4_All.txt,RIL146_G02_L02_4_S26_L002_1.fastq.gz,RIL146_G02_L02_4_S26_L002_2.fastq.gz,,
WGBS,RIL146_G09_L01_2,RIL146_G09_L01_2_S109_L003,RIL146,9,1,2,methylome_RIL146_G09_L01_2_All.txt,RIL146_G09_L01_2_S109_L003_1.fastq.gz,RIL146_G09_L01_2_S109_L003_2.fastq.gz,,
WGBS,RIL146_G09_L02_1,RIL146_G09_L02_1_S20_L002,RIL146,9,2,1,methylome_RIL146_G09_L02_1_All.txt,RIL146_G09_L02_1_S20_L002_1.fastq.gz,RIL146_G09_L02_1_S20_L002_2.fastq.gz,,
WGBS,RIL146_G09_L02_2,RIL146_G09_L02_2_S86_L003,RIL146,9,2,2,methylome_RIL146_G09_L02_2_All.txt,RIL146_G09_L02_2_S86_L003_1.fastq.gz,RIL146_G09_L02_2_S86_L003_2.fastq.gz,,
WGBS,RIL147_G02_L01_4,RIL147_G02_L01_4_S53,RIL147,2,1,4,methylome_RIL147_G02_L01_4_All.txt,RIL147_G02_L01_4_S53_1.fastq.gz,RIL147_G02_L01_4_S53_2.fastq.gz,,
WGBS,RIL147_G02_L02_4,RIL147_G02_L02_4_S24_L001,RIL147,2,2,4,methylome_RIL147_G02_L02_4_All.txt,RIL147_G02_L02_4_S24_L001_1.fastq.gz,RIL147_G02_L02_4_S24_L001_2.fastq.gz,,
WGBS,RIL147_G09_L01_2,RIL147_G09_L01_2_S157_L004,RIL147,9,1,2,methylome_RIL147_G09_L01_2_All.txt,RIL147_G09_L01_2_S157_L004_1.fastq.gz,RIL147_G09_L01_2_S157_L004_2.fastq.gz,,
WGBS,RIL147_G09_L02_1,RIL147_G09_L02_1_S79_L003,RIL147,9,2,1,methylome_RIL147_G09_L02_1_All.txt,RIL147_G09_L02_1_S79_L003_1.fastq.gz,RIL147_G09_L02_1_S79_L003_2.fastq.gz,,
WGBS,RIL147_G09_L02_2,RIL147_G09_L02_2_S191_L004,RIL147,9,2,2,methylome_RIL147_G09_L02_2_All.txt,RIL147_G09_L02_2_S191_L004_1.fastq.gz,RIL147_G09_L02_2_S191_L004_2.fastq.gz,,
WGBS,RIL147_G02_L01_3,RIL147_G02_L01_3_S101_L004,RIL147,2,1,3,methylome_RIL147_G02_L01_3_All.txt,RIL147_G02_L01_3_S101_L004_1.fastq.gz,RIL147_G02_L01_3_S101_L004_2.fastq.gz,,
WGBS,RIL149_G02_L01_4,RIL149_G02_L01_4_S110_L003,RIL149,2,1,4,methylome_RIL149_G02_L01_4_All.txt,RIL149_G02_L01_4_S110_L003_1.fastq.gz,RIL149_G02_L01_4_S110_L003_2.fastq.gz,,
WGBS,RIL149_G02_L02_3,RIL149_G02_L02_3_S93_L003,RIL149,2,2,3,methylome_RIL149_G02_L02_3_All.txt,RIL149_G02_L02_3_S93_L003_1.fastq.gz,RIL149_G02_L02_3_S93_L003_2.fastq.gz,,
WGBS,RIL149_G09_L01_2,RIL149_G09_L01_2_S143_L004,RIL149,9,1,2,methylome_RIL149_G09_L01_2_All.txt,RIL149_G09_L01_2_S143_L004_1.fastq.gz,RIL149_G09_L01_2_S143_L004_2.fastq.gz,,
WGBS,RIL149_G09_L02_1,RIL149_G09_L02_1_S131_L003,RIL149,9,2,1,methylome_RIL149_G09_L02_1_All.txt,RIL149_G09_L02_1_S131_L003_1.fastq.gz,RIL149_G09_L02_1_S131_L003_2.fastq.gz,,
WGBS,RIL150_G02_L02_4,RIL150_G02_L02_4_S45_L001,RIL150,2,2,4,methylome_RIL150_G02_L02_4_All.txt,RIL150_G02_L02_4_S45_L001_1.fastq.gz,RIL150_G02_L02_4_S45_L001_2.fastq.gz,,
WGBS,RIL150_G09_L02_2,RIL150_G09_L02_2_S72_L003,RIL150,9,2,2,methylome_RIL150_G09_L02_2_All.txt,RIL150_G09_L02_2_S72_L003_1.fastq.gz,RIL150_G09_L02_2_S72_L003_2.fastq.gz,,
WGBS,RIL150_G09_L01_1,RIL150_G09_L01_1_S10_L001,RIL150,9,1,1,methylome_RIL150_G09_L01_1_All.txt,RIL150_G09_L01_1_S10_L001_1.fastq.gz,RIL150_G09_L01_1_S10_L001_2.fastq.gz,,
WGBS,RIL150_G09_L02_1,RIL150_G09_L02_1_S9_L001,RIL150,9,2,1,methylome_RIL150_G09_L02_1_All.txt,RIL150_G09_L02_1_S9_L001_1.fastq.gz,RIL150_G09_L02_1_S9_L001_2.fastq.gz,,
WGBS,RIL151_G02_L02_3,RIL151_G02_L02_3_S197_L004,RIL151,2,2,3,methylome_RIL151_G02_L02_3_All.txt,RIL151_G02_L02_3_S197_L004_1.fastq.gz,RIL151_G02_L02_3_S197_L004_2.fastq.gz,,
WGBS,RIL151_G02_L02_4,RIL151_G02_L02_4_S170_L004,RIL151,2,2,4,methylome_RIL151_G02_L02_4_All.txt,RIL151_G02_L02_4_S170_L004_1.fastq.gz,RIL151_G02_L02_4_S170_L004_2.fastq.gz,,
WGBS,RIL151_G09_L01_1,RIL151_G09_L01_1_S77_L003,RIL151,9,1,1,methylome_RIL151_G09_L01_1_All.txt,RIL151_G09_L01_1_S77_L003_1.fastq.gz,RIL151_G09_L01_1_S77_L003_2.fastq.gz,,
WGBS,RIL151_G09_L01_2,RIL151_G09_L01_2_S175_L004,RIL151,9,1,2,methylome_RIL151_G09_L01_2_All.txt,RIL151_G09_L01_2_S175_L004_1.fastq.gz,RIL151_G09_L01_2_S175_L004_2.fastq.gz,,
WGBS,RIL153_G02_L01_4,RIL153_G02_L01_4_S52,RIL153,2,1,4,methylome_RIL153_G02_L01_4_All.txt,RIL153_G02_L01_4_S52_1.fastq.gz,RIL153_G02_L01_4_S52_2.fastq.gz,,
WGBS,RIL153_G02_L01_3,RIL153_G02_L01_3_S60_L003,RIL153,2,1,3,methylome_RIL153_G02_L01_3_All.txt,RIL153_G02_L01_3_S60_L003_1.fastq.gz,RIL153_G02_L01_3_S60_L003_2.fastq.gz,,
WGBS,RIL153_G02_L02_4,RIL153_G02_L02_4_S82_L003,RIL153,2,2,4,methylome_RIL153_G02_L02_4_All.txt,RIL153_G02_L02_4_S82_L003_1.fastq.gz,RIL153_G02_L02_4_S82_L003_2.fastq.gz,,
WGBS,RIL153_G09_L01_1,RIL153_G09_L01_1_S187_L004,RIL153,9,1,1,methylome_RIL153_G09_L01_1_All.txt,RIL153_G09_L01_1_S187_L004_1.fastq.gz,RIL153_G09_L01_1_S187_L004_2.fastq.gz,,
WGBS,RIL153_G09_L01_2,RIL153_G09_L01_2_S199_L004,RIL153,9,1,2,methylome_RIL153_G09_L01_2_All.txt,RIL153_G09_L01_2_S199_L004_1.fastq.gz,RIL153_G09_L01_2_S199_L004_2.fastq.gz,,
WGBS,RIL153_G09_L02_1,RIL153_G09_L02_1_S83_L003,RIL153,9,2,1,methylome_RIL153_G09_L02_1_All.txt,RIL153_G09_L02_1_S83_L003_1.fastq.gz,RIL153_G09_L02_1_S83_L003_2.fastq.gz,,
WGBS,RIL153_G09_L02_2,RIL153_G09_L02_2_S22_L001,RIL153,9,2,2,methylome_RIL153_G09_L02_2_All.txt,RIL153_G09_L02_2_S22_L001_1.fastq.gz,RIL153_G09_L02_2_S22_L001_2.fastq.gz,,
WGBS,RIL154_G02_L01_4,RIL154_G02_L01_4_S6_L001,RIL154,2,1,4,methylome_RIL154_G02_L01_4_All.txt,RIL154_G02_L01_4_S6_L001_1.fastq.gz,RIL154_G02_L01_4_S6_L001_2.fastq.gz,,
WGBS,RIL154_G02_L02_3,RIL154_G02_L02_3_S203_L004,RIL154,2,2,3,methylome_RIL154_G02_L02_3_All.txt,RIL154_G02_L02_3_S203_L004_1.fastq.gz,RIL154_G02_L02_3_S203_L004_2.fastq.gz,,
WGBS,RIL154_G02_L02_4,RIL154_G02_L02_4_S183_L004,RIL154,2,2,4,methylome_RIL154_G02_L02_4_All.txt,RIL154_G02_L02_4_S183_L004_1.fastq.gz,RIL154_G02_L02_4_S183_L004_2.fastq.gz,,
WGBS,RIL154_G09_L02_1,RIL154_G09_L02_1_S161_L004,RIL154,9,2,1,methylome_RIL154_G09_L02_1_All.txt,RIL154_G09_L02_1_S161_L004_1.fastq.gz,RIL154_G09_L02_1_S161_L004_2.fastq.gz,,
WGBS,RIL154_G09_L01_2,RIL154_G09_L01_2_S67_L004,RIL154,9,1,2,methylome_RIL154_G09_L01_2_All.txt,RIL154_G09_L01_2_S67_L004_1.fastq.gz,RIL154_G09_L01_2_S67_L004_2.fastq.gz,,
WGBS,RIL155_G02_L02_3,RIL155_G02_L02_3_S40,RIL155,2,2,3,methylome_RIL155_G02_L02_3_All.txt,RIL155_G02_L02_3_S40_1.fastq.gz,RIL155_G02_L02_3_S40_2.fastq.gz,,
WGBS,RIL155_G02_L01_3,RIL155_G02_L01_3_S207_L004,RIL155,2,1,3,methylome_RIL155_G02_L01_3_All.txt,RIL155_G02_L01_3_S207_L004_1.fastq.gz,RIL155_G02_L01_3_S207_L004_2.fastq.gz,,
WGBS,RIL155_G02_L02_4,RIL155_G02_L02_4_S71_L003,RIL155,2,2,4,methylome_RIL155_G02_L02_4_All.txt,RIL155_G02_L02_4_S71_L003_1.fastq.gz,RIL155_G02_L02_4_S71_L003_2.fastq.gz,,
WGBS,RIL155_G09_L01_1,RIL155_G09_L01_1_S20_L001,RIL155,9,1,1,methylome_RIL155_G09_L01_1_All.txt,RIL155_G09_L01_1_S20_L001_1.fastq.gz,RIL155_G09_L01_1_S20_L001_2.fastq.gz,,
WGBS,RIL155_G09_L01_2,RIL155_G09_L01_2_S33_L001,RIL155,9,1,2,methylome_RIL155_G09_L01_2_All.txt,RIL155_G09_L01_2_S33_L001_1.fastq.gz,RIL155_G09_L01_2_S33_L001_2.fastq.gz,,
WGBS,RIL155_G09_L02_1,RIL155_G09_L02_1_S67_L003,RIL155,9,2,1,methylome_RIL155_G09_L02_1_All.txt,RIL155_G09_L02_1_S67_L003_1.fastq.gz,RIL155_G09_L02_1_S67_L003_2.fastq.gz,,
WGBS,RIL158_G02_L01_3,RIL158_G02_L01_3_S205_L004,RIL158,2,1,3,methylome_RIL158_G02_L01_3_All.txt,RIL158_G02_L01_3_S205_L004_1.fastq.gz,RIL158_G02_L01_3_S205_L004_2.fastq.gz,,
WGBS,RIL158_G02_L01_4,RIL158_G02_L01_4_S204_L004,RIL158,2,1,4,methylome_RIL158_G02_L01_4_All.txt,RIL158_G02_L01_4_S204_L004_1.fastq.gz,RIL158_G02_L01_4_S204_L004_2.fastq.gz,,
WGBS,RIL158_G02_L02_3,RIL158_G02_L02_3_S70_L003,RIL158,2,2,3,methylome_RIL158_G02_L02_3_All.txt,RIL158_G02_L02_3_S70_L003_1.fastq.gz,RIL158_G02_L02_3_S70_L003_2.fastq.gz,,
WGBS,RIL158_G02_L02_4,RIL158_G02_L02_4_S198_L004,RIL158,2,2,4,methylome_RIL158_G02_L02_4_All.txt,RIL158_G02_L02_4_S198_L004_1.fastq.gz,RIL158_G02_L02_4_S198_L004_2.fastq.gz,,
WGBS,RIL158_G09_L01_2,RIL158_G09_L01_2_S21_L001,RIL158,9,1,2,methylome_RIL158_G09_L01_2_All.txt,RIL158_G09_L01_2_S21_L001_1.fastq.gz,RIL158_G09_L01_2_S21_L001_2.fastq.gz,,
WGBS,RIL158_G09_L02_2,RIL158_G09_L02_2_S27_L001,RIL158,9,2,2,methylome_RIL158_G09_L02_2_All.txt,RIL158_G09_L02_2_S27_L001_1.fastq.gz,RIL158_G09_L02_2_S27_L001_2.fastq.gz,,
WGBS,RIL162_G02_L01_3,RIL162_G02_L01_3_S136_L003,RIL162,2,1,3,methylome_RIL162_G02_L01_3_All.txt,RIL162_G02_L01_3_S136_L003_1.fastq.gz,RIL162_G02_L01_3_S136_L003_2.fastq.gz,,
WGBS,RIL162_G02_L01_4,RIL162_G02_L01_4_S185_L004,RIL162,2,1,4,methylome_RIL162_G02_L01_4_All.txt,RIL162_G02_L01_4_S185_L004_1.fastq.gz,RIL162_G02_L01_4_S185_L004_2.fastq.gz,,
WGBS,RIL162_G02_L02_3,RIL162_G02_L02_3_S29_L002,RIL162,2,2,3,methylome_RIL162_G02_L02_3_All.txt,RIL162_G02_L02_3_S29_L002_1.fastq.gz,RIL162_G02_L02_3_S29_L002_2.fastq.gz,,
WGBS,RIL162_G02_L02_4,RIL162_G02_L02_4_S40_L002,RIL162,2,2,4,methylome_RIL162_G02_L02_4_All.txt,RIL162_G02_L02_4_S40_L002_1.fastq.gz,RIL162_G02_L02_4_S40_L002_2.fastq.gz,,
WGBS,RIL162_G09_L02_1,RIL162_G09_L02_1_S33_L002,RIL162,9,2,1,methylome_RIL162_G09_L02_1_All.txt,RIL162_G09_L02_1_S33_L002_1.fastq.gz,RIL162_G09_L02_1_S33_L002_2.fastq.gz,,
WGBS,RIL162_G09_L02_2,RIL162_G09_L02_2_S49_L002,RIL162,9,2,2,methylome_RIL162_G09_L02_2_All.txt,RIL162_G09_L02_2_S49_L002_1.fastq.gz,RIL162_G09_L02_2_S49_L002_2.fastq.gz,,
WGBS,RIL163_G02_L02_4,RIL163_G02_L02_4_S54,RIL163,2,2,4,methylome_RIL163_G02_L02_4_All.txt,RIL163_G02_L02_4_S54_1.fastq.gz,RIL163_G02_L02_4_S54_2.fastq.gz,,
WGBS,RIL163_G02_L01_3,RIL163_G02_L01_3_S178_L004,RIL163,2,1,3,methylome_RIL163_G02_L01_3_All.txt,RIL163_G02_L01_3_S178_L004_1.fastq.gz,RIL163_G02_L01_3_S178_L004_2.fastq.gz,,
WGBS,RIL163_G02_L01_4,RIL163_G02_L01_4_S32_L001,RIL163,2,1,4,methylome_RIL163_G02_L01_4_All.txt,RIL163_G02_L01_4_S32_L001_1.fastq.gz,RIL163_G02_L01_4_S32_L001_2.fastq.gz,,
WGBS,RIL163_G02_L02_3,RIL163_G02_L02_3_S12_L001,RIL163,2,2,3,methylome_RIL163_G02_L02_3_All.txt,RIL163_G02_L02_3_S12_L001_1.fastq.gz,RIL163_G02_L02_3_S12_L001_2.fastq.gz,,
WGBS,RIL163_G09_L01_2,RIL163_G09_L01_2_S66_L003,RIL163,9,1,2,methylome_RIL163_G09_L01_2_All.txt,RIL163_G09_L01_2_S66_L003_1.fastq.gz,RIL163_G09_L01_2_S66_L003_2.fastq.gz,,
WGBS,RIL165_G02_L01_3,RIL165_G02_L01_3_S55,RIL165,2,1,3,methylome_RIL165_G02_L01_3_All.txt,RIL165_G02_L01_3_S55_1.fastq.gz,RIL165_G02_L01_3_S55_2.fastq.gz,,
WGBS,RIL165_G02_L02_3,RIL165_G02_L02_3_S36_L001,RIL165,2,2,3,methylome_RIL165_G02_L02_3_All.txt,RIL165_G02_L02_3_S36_L001_1.fastq.gz,RIL165_G02_L02_3_S36_L001_2.fastq.gz,,
WGBS,RIL165_G02_L02_4,RIL165_G02_L02_4_S155_L004,RIL165,2,2,4,methylome_RIL165_G02_L02_4_All.txt,RIL165_G02_L02_4_S155_L004_1.fastq.gz,RIL165_G02_L02_4_S155_L004_2.fastq.gz,,
WGBS,RIL165_G09_L01_1,RIL165_G09_L01_1_S8_L001,RIL165,9,1,1,methylome_RIL165_G09_L01_1_All.txt,RIL165_G09_L01_1_S8_L001_1.fastq.gz,RIL165_G09_L01_1_S8_L001_2.fastq.gz,,
WGBS,RIL165_G09_L01_2,RIL165_G09_L01_2_S49_L001,RIL165,9,1,2,methylome_RIL165_G09_L01_2_All.txt,RIL165_G09_L01_2_S49_L001_1.fastq.gz,RIL165_G09_L01_2_S49_L001_2.fastq.gz,,
WGBS,RIL165_G09_L02_1,RIL165_G09_L02_1_S39_L001,RIL165,9,2,1,methylome_RIL165_G09_L02_1_All.txt,RIL165_G09_L02_1_S39_L001_1.fastq.gz,RIL165_G09_L02_1_S39_L001_2.fastq.gz,,
WGBS,RIL165_G09_L02_2,RIL165_G09_L02_2_S208_L004,RIL165,9,2,2,methylome_RIL165_G09_L02_2_All.txt,RIL165_G09_L02_2_S208_L004_1.fastq.gz,RIL165_G09_L02_2_S208_L004_2.fastq.gz,,
WGBS,RIL166_G02_L01_3,RIL166_G02_L01_3_S1_L004,RIL166,2,1,3,methylome_RIL166_G02_L01_3_All.txt,RIL166_G02_L01_3_S1_L004_1.fastq.gz,RIL166_G02_L01_3_S1_L004_2.fastq.gz,,
WGBS,RIL166_G02_L01_4,RIL166_G02_L01_4_S165_L004,RIL166,2,1,4,methylome_RIL166_G02_L01_4_All.txt,RIL166_G02_L01_4_S165_L004_1.fastq.gz,RIL166_G02_L01_4_S165_L004_2.fastq.gz,,
WGBS,RIL166_G02_L02_4,RIL166_G02_L02_4_S175_L004,RIL166,2,2,4,methylome_RIL166_G02_L02_4_All.txt,RIL166_G02_L02_4_S175_L004_1.fastq.gz,RIL166_G02_L02_4_S175_L004_2.fastq.gz,,
WGBS,RIL166_G09_L01_1,RIL166_G09_L01_1_S181_L004,RIL166,9,1,1,methylome_RIL166_G09_L01_1_All.txt,RIL166_G09_L01_1_S181_L004_1.fastq.gz,RIL166_G09_L01_1_S181_L004_2.fastq.gz,,
WGBS,RIL166_G09_L01_2,RIL166_G09_L01_2_S56_L001,RIL166,9,1,2,methylome_RIL166_G09_L01_2_All.txt,RIL166_G09_L01_2_S56_L001_1.fastq.gz,RIL166_G09_L01_2_S56_L001_2.fastq.gz,,
WGBS,RIL166_G09_L02_2,RIL166_G09_L02_2_S9_L001,RIL166,9,2,2,methylome_RIL166_G09_L02_2_All.txt,RIL166_G09_L02_2_S9_L001_1.fastq.gz,RIL166_G09_L02_2_S9_L001_2.fastq.gz,,
WGBS,RIL167_G02_L01_3,RIL167_G02_L01_3_S37_L001,RIL167,2,1,3,methylome_RIL167_G02_L01_3_All.txt,RIL167_G02_L01_3_S37_L001_1.fastq.gz,RIL167_G02_L01_3_S37_L001_2.fastq.gz,,
WGBS,RIL167_G02_L01_4,RIL167_G02_L01_4_S11_L001,RIL167,2,1,4,methylome_RIL167_G02_L01_4_All.txt,RIL167_G02_L01_4_S11_L001_1.fastq.gz,RIL167_G02_L01_4_S11_L001_2.fastq.gz,,
WGBS,RIL167_G02_L02_3,RIL167_G02_L02_3_S48_L001,RIL167,2,2,3,methylome_RIL167_G02_L02_3_All.txt,RIL167_G02_L02_3_S48_L001_1.fastq.gz,RIL167_G02_L02_3_S48_L001_2.fastq.gz,,
WGBS,RIL167_G02_L02_4,RIL167_G02_L02_4_S43_L001,RIL167,2,2,4,methylome_RIL167_G02_L02_4_All.txt,RIL167_G02_L02_4_S43_L001_1.fastq.gz,RIL167_G02_L02_4_S43_L001_2.fastq.gz,,
WGBS,RIL167_G09_L01_1,RIL167_G09_L01_1_S31_L001,RIL167,9,1,1,methylome_RIL167_G09_L01_1_All.txt,RIL167_G09_L01_1_S31_L001_1.fastq.gz,RIL167_G09_L01_1_S31_L001_2.fastq.gz,,
WGBS,RIL167_G09_L02_2,RIL167_G09_L02_2_S38_L001,RIL167,9,2,2,methylome_RIL167_G09_L02_2_All.txt,RIL167_G09_L02_2_S38_L001_1.fastq.gz,RIL167_G09_L02_2_S38_L001_2.fastq.gz,,
WGBS,RIL168_G02_L02_4,RIL168_G02_L02_4_S43,RIL168,2,2,4,methylome_RIL168_G02_L02_4_All.txt,RIL168_G02_L02_4_S43_1.fastq.gz,RIL168_G02_L02_4_S43_2.fastq.gz,,
WGBS,RIL168_G02_L02_3,RIL168_G02_L02_3_S27_L001,RIL168,2,2,3,methylome_RIL168_G02_L02_3_All.txt,RIL168_G02_L02_3_S27_L001_1.fastq.gz,RIL168_G02_L02_3_S27_L001_2.fastq.gz,,
WGBS,RIL168_G09_L01_1,RIL168_G09_L01_1_S34_L001,RIL168,9,1,1,methylome_RIL168_G09_L01_1_All.txt,RIL168_G09_L01_1_S34_L001_1.fastq.gz,RIL168_G09_L01_1_S34_L001_2.fastq.gz,,
WGBS,RIL168_G09_L01_2,RIL168_G09_L01_2_S148_L004,RIL168,9,1,2,methylome_RIL168_G09_L01_2_All.txt,RIL168_G09_L01_2_S148_L004_1.fastq.gz,RIL168_G09_L01_2_S148_L004_2.fastq.gz,,
WGBS,RIL168_G02_L01_3,RIL168_G02_L01_3_S14_L001,RIL168,2,1,3,methylome_RIL168_G02_L01_3_All.txt,RIL168_G02_L01_3_S14_L001_1.fastq.gz,RIL168_G02_L01_3_S14_L001_2.fastq.gz,,
WGBS,RIL170_G02_L01_3,RIL170_G02_L01_3_S189_L004,RIL170,2,1,3,methylome_RIL170_G02_L01_3_All.txt,RIL170_G02_L01_3_S189_L004_1.fastq.gz,RIL170_G02_L01_3_S189_L004_2.fastq.gz,,
WGBS,RIL170_G02_L01_4,RIL170_G02_L01_4_S19_L001,RIL170,2,1,4,methylome_RIL170_G02_L01_4_All.txt,RIL170_G02_L01_4_S19_L001_1.fastq.gz,RIL170_G02_L01_4_S19_L001_2.fastq.gz,,
WGBS,RIL170_G02_L02_4,RIL170_G02_L02_4_S7_L001,RIL170,2,2,4,methylome_RIL170_G02_L02_4_All.txt,RIL170_G02_L02_4_S7_L001_1.fastq.gz,RIL170_G02_L02_4_S7_L001_2.fastq.gz,,
WGBS,RIL170_G09_L02_1,RIL170_G09_L02_1_S105_L003,RIL170,9,2,1,methylome_RIL170_G09_L02_1_All.txt,RIL170_G09_L02_1_S105_L003_1.fastq.gz,RIL170_G09_L02_1_S105_L003_2.fastq.gz,,
WGBS,RIL172_G02_L01_3,RIL172_G02_L01_3_S15_L001,RIL172,2,1,3,methylome_RIL172_G02_L01_3_All.txt,RIL172_G02_L01_3_S15_L001_1.fastq.gz,RIL172_G02_L01_3_S15_L001_2.fastq.gz,,
WGBS,RIL172_G02_L02_3,RIL172_G02_L02_3_S137_L003,RIL172,2,2,3,methylome_RIL172_G02_L02_3_All.txt,RIL172_G02_L02_3_S137_L003_1.fastq.gz,RIL172_G02_L02_3_S137_L003_2.fastq.gz,,
