baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id
52.8283987279067	0.44543667459987	0.491732368122732	0.905851848436164	0.365014273584431	0.687423139762103	AT1G01010
203.130587814865	0.659782022779983	0.321035668674593	2.05516734481223	0.0398628440402881	0.243925652239605	AT1G01020
16.6063804959182	2.18078140514195	0.956435013808764	2.28011456466606	0.0226008946292404	0.179378219064473	AT1G01030
629.006338372825	-0.562972497458501	0.321354205970662	-1.75187530456626	0.0797952518167183	0.343384230281019	AT1G01040
0.124677137640106	-0.151017667075237	4.85663474880611	-0.0310951255110056	0.975193677070127	NA	AT1G01046
650.598246998411	-0.106487667697281	0.218033431182904	-0.488400641679352	0.625266087451603	0.854251959480648	AT1G01050
43.4605637154744	3.37685906924508	1.30199146909959	2.59361074890943	0.00949739454704224	0.116803397422741	AT1G01060
28.1734091716031	-1.31346875652159	1.05048586575612	-1.25034405444017	0.21117389190068	0.542175045192484	AT1G01070
1072.61170667049	-0.0447601670823942	0.387081372841232	-0.115635032380526	0.907941797310216	0.972373212428758	AT1G01080
1310.77775084796	-0.470419401018996	0.236975026577626	-1.98510116366588	0.0471332173657151	0.265446180738006	AT1G01090
1088.26255512346	1.04381086658365	0.394495583539975	2.64593802855051	0.00814647392859938	0.108303757535701	AT1G01100
12.7129235412543	-1.17364667418202	0.836119649126468	-1.40368268513745	0.160413360727507	0.479626256730262	AT1G01110
424.770864509011	1.28542524519704	0.570483158405556	2.25322207370622	0.0242451502836072	0.187997391544857	AT1G01120
13.2274464685573	0.445597374810177	0.739198049890373	0.602811891720036	0.546633834905506	0.810004666307208	AT1G01130
962.562044887687	0.0306315325346446	0.597177537014267	0.0512938458599672	0.959091371943325	0.98576248514014	AT1G01140
0.128153410750991	-0.151017667075238	4.85663474880611	-0.0310951255110057	0.975193677070126	NA	AT1G01150
353.175584226308	0.214725903547796	0.221612418810003	0.968925409057914	0.332582406837384	0.660220119715777	AT1G01160
