gene_id	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G54840	ROS5	3.31027755322226	-1.05005832139989	1.27148706600574	-0.82585057250999	0.408888861969423	0.706005453978041
AT1G57800	VIM5	0.0681318063531011	0	4.85663474880611	0	1	NA
AT1G57820	VIM1	77.6154114614144	2.42229776166306	0.82813077434024	2.92501841100262	0.00344435844521948	0.0572714432327907
AT1G66040	VIM4	2420.53653228659	13.0200967495055	1.87250739155316	6.95329524905422	3.56850741969882e-12	2.46441122404401e-08
AT1G66050	VIM2	3288.64257657093	1.69498555230788	0.921958149233948	1.8384625741594	0.0659942718501115	0.293255281195065
AT1G69770	CMT3	125.183892268118	1.47355910753107	0.580464814760127	2.53858471704268	0.0111301852123696	0.110916695266666
AT1G80740	CMT1	0.747413229321853	-1.0042982712756	2.81949009313662	-0.356198545871938	0.721691880851158	NA
AT2G36490	ROS1	813.100136426409	-0.313746393012238	0.318334782226426	-0.985586277496612	0.32433617459538	0.635302719605472
AT3G10010	DML2	251.541563730767	-0.515480632732664	0.292828952804719	-1.76034721906896	0.0783489526224815	0.321942403893807
AT3G14980	ROS4	301.287149882776	0.229913468028374	0.274923780795117	0.836280758846807	0.402996975032378	0.702117144400804
AT3G48430	REF6	294.093975776541	-0.246958050007239	0.277109132543633	-0.891194193927743	0.372824998699116	0.678130404722023
AT4G08590	VIM6	25.8860101553848	0.440907785138497	0.793071385304624	0.555949682851237	0.578245252846745	0.818735569348139
AT4G19020	CMT2	229.692903672289	-0.168080934307916	0.343602612828451	-0.489172456880686	0.624719607496675	0.841379498674908
AT4G34060	DML3	51.8414985227556	-0.0298419670755247	0.496759992574343	-0.0600732094403893	0.952097327185963	0.984181913620837
AT5G04560	DME	730.578564402637	-0.889748499181171	0.479518648118211	-1.8555034359411	0.0635243690276097	0.287251412226357
AT5G14620	DRM2	143.708275376991	0.0521384050406289	0.205404656542016	0.253832634168953	0.79962486050889	0.923865013037934
AT5G15380	DRM1	0.121750170015374	0.916199284744338	4.85663474880611	0.188648999179846	0.850367926470594	NA
AT5G39550	VIM3	39.126371552057	1.69439913284028	0.805017482784351	2.10479793181607	0.0353089012892688	0.210483018047894
AT5G49160	MET1	268.852893557287	1.32893654679576	0.516457820968525	2.57317537432888	0.0100770131123642	0.105176603356151
AT5G58130	ROS3	317.761931897502	0.11292320063906	0.216704451349276	0.521093129079544	0.602301897145956	0.831580872346883
