baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id
52.8283987279067	-0.0402988793429672	0.497130230583758	-0.0810630230546351	0.935391832201875	0.977434031863858	AT1G01010
203.130587814865	0.684292142872501	0.321293071108134	2.12980672291622	0.0331875734266269	0.203443589922025	AT1G01020
16.6063804959182	1.87950354835464	0.961592974511304	1.95457287872744	0.0506335050819409	0.256799255394774	AT1G01030
629.006338372825	-0.960543879476932	0.322031965003191	-2.98275942721218	0.00285662436005098	0.0509914820044571	AT1G01040
0.124677137640106	-1.00731470032052	4.85663474880611	-0.207410017928185	0.835689659533571	NA	AT1G01046
650.598246998411	0.314428158168191	0.217505427088481	1.44561063315575	0.148286442557757	0.443961886863882	AT1G01050
43.4605637154744	1.6492610498505	1.30874025341269	1.26018974777452	0.207600920371333	0.521132467441591	AT1G01060
28.1734091716031	-0.7773966916309	1.0456050720048	-0.743489786387848	0.457185202877898	0.742957332592696	AT1G01070
1072.61170667049	0.597586388351782	0.38677364890158	1.54505455593705	0.122333067805266	0.403710815353538	AT1G01080
1310.77775084796	-0.0876575638075705	0.236764370000228	-0.370231229502505	0.711210209445204	0.884710484496292	AT1G01090
1088.26255512346	1.65037495230099	0.394267087753502	4.18593132311571	2.83999214597818e-05	0.00285626006215417	AT1G01100
12.7129235412543	-0.913870656922358	0.832300659960989	-1.09800544549033	0.272202111434401	0.585233652491066	AT1G01110
424.770864509011	0.555289919057371	0.571277889786815	0.972013671428085	0.331043747229472	0.640673428873271	AT1G01120
13.2274464685573	0.84333111256805	0.732546112794233	1.15123280000932	0.249636474693003	0.564521753333404	AT1G01130
962.562044887687	0.120130098325826	0.597186568711163	0.201160080651325	0.840573404442918	0.940742504441856	AT1G01140
0.128153410750991	-1.00731470032052	4.85663474880611	-0.207410017928185	0.835689659533571	NA	AT1G01150
353.175584226308	-0.0790001613332741	0.222815765614408	-0.354553732387084	0.722923943165255	0.889407973282049	AT1G01160
498.41955190163	0.0260314744362196	0.207164212345516	0.12565623251956	0.900004048559194	0.965998923751362	AT1G01170
113.440981017401	-0.125239396902813	0.372618082420747	-0.336106600327026	0.736790481334077	0.895402697810852	AT1G01180
0.189853003591004	0	4.85663474879066	0	1	NA	AT1G01183
18.4752858410251	-0.865918426995282	0.948629114210313	-0.912810300700202	0.361342319860504	0.670013026800337	AT1G01190
12.5197718402155	-0.0825748759825822	0.673501455915971	-0.122605341469202	0.902419624479454	0.96686816879378	AT1G01200
201.986854285993	0.716971314213294	0.356609515640181	2.01052210546372	0.0443759590105698	0.239445790180941	AT1G01210
467.56749864889	-0.000643147871757851	0.226951617276849	-0.00283385454342588	0.997738914238602	0.999579733844415	AT1G01220
16.1872358081827	0.0342416788480623	0.640964148055127	0.0534221437376203	0.957395562251422	0.985703983438104	AT1G01225
246.672306509098	-0.22020955939144	0.343249672630537	-0.641543392318005	0.521169697981509	0.785720413557325	AT1G01230
341.189908382777	-1.11498406651702	0.486537177820217	-2.29167290259785	0.0219245251857846	0.160733302476676	AT1G01240
92.6865745877363	-0.572887309764432	0.660289358000053	-0.867630687702808	0.385596541181489	0.688451321975016	AT1G01250
205.349135151347	-0.156539362007593	0.195035672829551	-0.802619129806059	0.422194908018806	0.717054443477338	AT1G01260
0.0597301037515246	0.916210627779847	4.85663474880611	0.188651334755012	0.850366095818225	NA	AT1G01270
0	NA	NA	NA	NA	NA	AT1G01280
137.922878856351	0.180260614682715	0.232909152460961	0.773952473649268	0.438958896983471	0.728889190326484	AT1G01290
554.222646107518	-0.191488711437736	0.355961353967493	-0.537948036502927	0.590612923643775	0.824967240337369	AT1G01300
0	NA	NA	NA	NA	NA	AT1G01305
10.9151325371123	0.173088038766719	0.750417104934499	0.230655774806502	0.817582233663968	0.930338260946344	AT1G01310
4561.02804925669	-0.514683167598955	0.358938252882543	-1.43390447650999	0.151599524237693	0.44881951174	AT1G01320
0	NA	NA	NA	NA	NA	AT1G01335
98.5116204174504	0.269278986175677	0.764349917508368	0.35229805094174	0.724614749695194	0.889530809446758	AT1G01340
172.153914211249	0.530376700711987	0.267935503544376	1.97949392184282	0.0477604233028604	0.249432934204351	AT1G01350
2.33184028419171	-3.22246727495542	2.13498000270616	-1.50936649096049	0.131205151413661	NA	AT1G01355
190.751202640871	-0.115699933988515	0.442952271962825	-0.261201807309447	0.793936884455187	0.921476961737091	AT1G01360
16.9548489417756	2.21028299774687	0.810759458418411	2.72618835931754	0.00640704238802598	0.0812276890417059	AT1G01370
8.82336631779593	1.36837060645681	0.981345458800799	1.39438216602026	0.163202230603203	0.466568761368451	AT1G01380
71.3780280458737	-0.180921409641103	0.495310363088431	-0.365268775143317	0.714910784311191	0.887076817952881	AT1G01390
