gene_id	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G54840	ROS5	3.31027755322226	-0.121000544297222	1.19738761165128	-0.101053780012267	0.919507768358204	0.97634824483333
AT1G57800	VIM5	0.0681318063531011	0	4.85663474880611	0	1	NA
AT1G57820	VIM1	77.6154114614144	0.885657124915123	0.832613724715867	1.06370709324706	0.287461410137711	0.619287552828553
AT1G66040	VIM4	2420.53653228659	4.93686276291334	1.88015958101017	2.62576794692122	0.00864537342052354	0.111496411620916
AT1G66050	VIM2	3288.64257657093	10.7701844090168	0.899977034853717	11.967176929984	5.27945320307623e-33	1.12003599703262e-28
AT1G69770	CMT3	125.183892268118	0.489801513142707	0.583160156425555	0.839909084572781	0.400959363622	0.713290841368542
AT1G80740	CMT1	0.747413229321853	-3.0189188934793	2.88645001265316	-1.04589335697672	0.295610271757138	NA
AT2G36490	ROS1	813.100136426409	-0.317928214654283	0.318243954077314	-0.999007869846434	0.317790878944192	0.647334935272795
AT3G10010	DML2	251.541563730767	-0.216275313856747	0.291581876720816	-0.741730989213113	0.458250340110191	0.755172891205038
AT3G14980	ROS4	301.287149882776	0.106613226783908	0.274962253933314	0.387737681295574	0.698210167424052	0.888307568329911
AT3G48430	REF6	294.093975776541	-0.180908694698637	0.276607186992808	-0.654027455560439	0.513094117190957	0.790852346425904
AT4G08590	VIM6	25.8860101553848	0.519932133640864	0.791101138387737	0.657225869628357	0.511035693837924	0.789473989380836
AT4G19020	CMT2	229.692903672289	-0.293038457255093	0.34365316611912	-0.852715720807639	0.393816970729727	0.707667962694957
AT4G34060	DML3	51.8414985227556	-1.83907653693922	0.520063843429457	-3.53625148176385	0.00040584815101526	0.0219181715002104
AT5G04560	DME	730.578564402637	-1.05594747616166	0.479565018686603	-2.20188594875751	0.0276733657814369	0.202578666718396
AT5G14620	DRM2	143.708275376991	0.348204051792158	0.202411068199879	1.72028167673277	0.0853812524898827	0.35447422144283
AT5G15380	DRM1	0.121750170015374	0.810710967768081	4.85663474880611	0.166928544084435	0.867426273323683	NA
AT5G39550	VIM3	39.126371552057	0.995120592200976	0.808400686574674	1.23097445205974	0.218332419626474	0.548900246918711
AT5G49160	MET1	268.852893557287	0.753241690984107	0.517136187845866	1.4565634907929	0.145236911775532	0.457219332737486
AT5G58130	ROS3	317.761931897502	0.471685123886127	0.215295940713001	2.19086863562794	0.0284613000084305	0.206070761759211
